RowNumber,czas,L1,L10,L2,L3,L4,L5,L6,L7,L8,L9,nr_powtorzenia,numer_w_powtorzeniu,treningowa
841,"0","True","False","True","False","True","False","True","False","True","True","-1","427","True"
842,"0","True","False","False","False","True","True","True","False","False","True","-1","313","True"
843,"0","False","True","False","False","True","True","True","False","False","True","-1","824","True"
844,"0","False","True","True","False","True","False","False","True","False","False","-1","586","True"
845,"0","True","True","False","False","True","True","False","False","False","False","-1","537","True"
846,"0","False","True","True","False","True","False","False","True","True","True","-1","970","True"
847,"0","True","False","True","False","False","False","False","True","True","True","-1","451","True"
848,"0","False","False","True","True","False","False","False","True","True","True","-1","454","True"
849,"0","False","False","True","True","False","False","False","False","True","True","-1","390","True"
850,"0","True","False","False","False","False","True","True","False","False","False","-1","49","True"
851,"0","True","False","False","True","False","False","True","False","False","True","-1","293","True"
852,"0","False","True","True","True","False","False","True","True","False","True","-1","870","True"
853,"0","False","True","False","True","True","False","False","True","False","True","-1","844","True"
854,"0","True","True","False","True","True","True","False","True","False","True","-1","861","True"
855,"0","False","False","False","False","True","False","False","True","True","True","-1","456","True"
856,"0","True","True","False","False","False","False","True","False","False","False","-1","545","True"
857,"0","False","False","True","True","False","True","False","False","False","True","-1","278","True"
858,"0","True","True","False","True","False","True","True","True","False","True","-1","885","True"
859,"0","False","False","False","False","True","False","False","False","False","True","-1","264","True"
860,"0","True","True","False","False","False","True","True","False","False","True","-1","817","True"
861,"0","False","True","False","True","True","False","True","True","True","False","-1","748","True"
862,"0","True","False","True","True","False","True","False","False","False","False","-1","23","True"
863,"0","True","False","False","False","False","True","True","True","True","False","-1","241","True"
864,"0","True","True","False","False","False","False","False","True","False","False","-1","577","True"
865,"0","False","False","True","False","False","True","False","False","False","False","-1","18","True"
866,"0","True","True","True","True","False","False","True","True","True","False","-1","743","True"
867,"0","True","False","True","False","False","True","True","False","True","False","-1","179","True"
868,"0","True","False","True","False","False","False","True","True","False","True","-1","355","True"
869,"0","False","False","True","False","True","True","False","True","True","False","-1","218","True"
870,"0","True","True","True","True","True","True","False","True","False","False","-1","607","True"
871,"0","False","True","True","True","True","True","False","False","False","False","-1","542","True"
872,"0","True","True","False","True","True","True","True","False","False","False","-1","573","True"
873,"0","True","False","True","True","True","True","True","True","True","True","-1","511","True"
874,"0","True","True","False","True","False","True","False","True","False","True","-1","853","True"
875,"0","False","False","False","True","False","False","True","True","False","True","-1","356","True"
876,"0","False","False","True","True","True","True","False","False","False","True","-1","286","True"
877,"0","True","True","False","False","False","True","True","False","True","True","-1","945","True"
878,"0","False","True","False","True","False","False","False","True","False","True","-1","836","True"
879,"0","False","True","True","True","False","False","True","False","True","False","-1","678","True"
880,"0","False","False","False","True","True","True","False","True","True","True","-1","476","True"
881,"0","False","False","False","True","True","True","True","False","False","True","-1","316","True"
882,"0","True","True","True","True","True","False","True","True","True","False","-1","751","True"
883,"0","False","True","True","False","False","True","True","True","False","False","-1","626","True"
884,"0","False","True","False","False","False","True","True","False","False","True","-1","816","True"
885,"0","False","False","False","True","True","False","True","True","False","False","-1","108","True"
886,"0","False","False","True","False","False","False","True","True","True","True","-1","482","True"
887,"0","False","False","False","True","False","False","True","False","False","False","-1","36","True"
888,"0","False","True","False","False","False","False","False","False","False","True","-1","768","True"
889,"0","True","False","True","False","False","True","False","False","False","False","-1","19","True"
890,"0","False","True","True","True","True","False","True","True","True","False","-1","750","True"
891,"0","True","False","True","False","False","True","True","False","False","False","-1","51","True"
892,"0","True","False","False","True","False","True","False","True","True","False","-1","213","True"
893,"0","True","True","True","False","True","False","False","True","False","True","-1","843","True"
894,"0","False","False","False","False","False","False","True","False","True","True","-1","416","True"
895,"0","True","True","True","True","True","False","True","False","True","False","-1","687","True"
896,"0","True","True","False","True","False","True","True","False","False","True","-1","821","True"
897,"0","True","True","True","False","False","True","True","True","False","False","-1","627","True"
898,"0","False","False","False","False","True","True","True","False","False","False","-1","56","True"
899,"0","False","True","False","False","True","False","False","True","False","False","-1","584","True"
900,"0","True","False","False","False","False","True","True","True","False","True","-1","369","True"
901,"0","False","False","False","False","False","True","True","False","True","False","-1","176","True"
902,"0","True","True","False","True","False","False","True","False","False","True","-1","805","True"
903,"0","True","True","True","False","True","False","False","True","True","True","-1","971","True"
904,"0","True","False","True","False","True","True","False","False","True","False","-1","155","True"
905,"0","True","True","False","False","True","True","True","True","False","True","-1","889","True"
906,"0","False","False","False","False","True","False","True","False","True","True","-1","424","True"
907,"0","False","False","True","True","False","False","False","False","True","False","-1","134","True"
908,"0","False","False","True","True","True","True","False","False","False","False","-1","30","True"
909,"0","True","False","False","True","True","False","True","True","True","True","-1","493","True"
910,"0","True","False","False","False","True","True","True","True","True","True","-1","505","True"
911,"0","False","False","False","False","True","True","True","False","True","True","-1","440","True"
912,"0","True","False","False","True","True","True","False","True","False","True","-1","349","True"
913,"0","False","False","False","True","True","True","True","True","False","False","-1","124","True"
914,"0","True","False","False","False","True","False","True","True","True","False","-1","233","True"
915,"0","True","False","True","True","True","True","True","True","False","True","-1","383","True"
916,"0","True","True","False","False","True","False","False","True","False","False","-1","585","True"
917,"0","True","True","False","False","False","False","True","True","False","True","-1","865","True"
918,"0","True","True","True","False","False","False","False","False","True","True","-1","899","True"
919,"0","False","True","False","False","False","False","True","False","True","False","-1","672","True"
920,"0","True","True","False","False","True","False","True","True","False","False","-1","617","True"
921,"0","True","False","False","False","True","True","True","True","True","False","-1","249","True"
922,"0","True","False","True","False","False","True","True","True","False","True","-1","371","True"
923,"0","True","False","False","False","True","True","False","False","False","True","-1","281","True"
924,"0","False","True","False","False","False","True","False","True","False","False","-1","592","True"
925,"0","False","True","False","True","False","False","True","False","False","True","-1","804","True"
926,"0","False","True","True","False","False","True","True","False","False","False","-1","562","True"
927,"0","False","False","True","True","False","True","True","True","False","False","-1","118","True"
928,"0","False","True","False","False","True","False","True","False","True","False","-1","680","True"
929,"0","True","False","True","False","True","False","False","False","False","False","-1","11","True"
930,"0","False","True","True","False","True","True","False","True","True","True","-1","986","True"
931,"0","False","True","True","True","False","True","True","False","False","True","-1","822","True"
932,"0","False","True","True","True","True","False","False","False","False","False","-1","526","True"
933,"0","True","False","True","False","True","True","True","False","False","True","-1","315","True"
934,"0","False","True","False","False","False","True","False","True","False","True","-1","848","True"
935,"0","True","True","False","False","True","False","True","True","True","False","-1","745","True"
936,"0","False","True","False","False","True","True","False","True","True","False","-1","728","True"
937,"0","True","False","False","True","True","False","False","True","True","True","-1","461","True"
938,"0","False","True","True","True","False","False","True","True","False","False","-1","614","True"
939,"0","True","True","True","False","False","True","False","True","False","True","-1","851","True"
940,"0","True","True","True","False","False","False","True","False","False","True","-1","803","True"
941,"0","True","False","False","True","True","False","False","True","True","False","-1","205","True"
942,"0","False","False","True","True","False","False","True","False","False","True","-1","294","True"
943,"0","False","False","True","True","True","True","True","True","True","False","-1","254","True"
944,"0","False","False","False","True","False","True","True","False","False","True","-1","308","True"
945,"0","False","False","False","True","True","False","False","True","True","True","-1","460","True"
946,"0","False","True","True","True","True","False","True","True","False","True","-1","878","True"
947,"0","True","True","False","False","False","False","True","False","False","True","-1","801","True"
948,"0","True","False","True","True","False","False","False","True","False","False","-1","71","True"
949,"0","True","False","True","True","True","True","True","False","True","False","-1","191","True"
950,"0","True","True","False","True","False","False","True","True","True","False","-1","741","True"
951,"0","False","True","True","False","True","True","True","False","False","True","-1","826","True"
952,"0","False","True","False","True","True","False","True","False","False","False","-1","556","True"
953,"0","False","True","True","True","False","True","False","True","False","False","-1","598","True"
954,"0","False","True","True","True","True","False","True","False","True","True","-1","942","True"
955,"0","True","True","True","False","False","True","True","True","True","True","-1","1011","True"
956,"0","True","True","False","True","False","True","True","False","True","True","-1","949","True"
957,"0","False","True","False","True","False","False","False","False","True","False","-1","644","True"
958,"0","True","True","False","True","True","False","False","True","False","True","-1","845","True"
959,"0","True","True","False","False","True","True","False","False","False","True","-1","793","True"
960,"0","True","True","True","True","False","True","False","True","False","True","-1","855","True"
961,"0","False","False","False","False","True","True","True","False","False","True","-1","312","True"
962,"0","True","True","False","True","False","True","False","True","True","True","-1","981","True"
963,"0","False","False","False","True","True","False","False","True","False","True","-1","332","True"
964,"0","True","True","True","True","True","False","False","False","False","True","-1","783","True"
965,"0","False","True","False","True","False","True","False","True","False","True","-1","852","True"
966,"0","True","True","False","False","True","False","True","False","True","True","-1","937","True"
967,"0","True","False","True","True","True","False","True","False","False","True","-1","303","True"
968,"0","True","True","True","True","False","True","True","False","True","True","-1","951","True"
969,"0","False","False","False","False","False","False","False","True","False","True","-1","320","True"
970,"0","True","True","False","False","True","True","False","True","False","False","-1","601","True"
971,"0","True","False","False","False","True","True","False","False","True","True","-1","409","True"
972,"0","False","True","False","False","True","True","False","False","False","True","-1","792","True"
973,"0","True","True","True","True","False","False","True","False","False","False","-1","551","True"
974,"0","True","False","True","True","True","True","False","True","False","True","-1","351","True"
975,"0","True","True","False","True","False","False","False","False","True","False","-1","645","True"
976,"0","False","True","True","False","False","False","False","True","False","False","-1","578","True"
977,"0","False","False","False","True","False","False","False","False","True","True","-1","388","True"
978,"0","True","True","False","True","True","True","True","False","True","True","-1","957","True"
979,"0","True","True","True","False","False","False","False","False","False","False","-1","515","True"
980,"0","True","True","False","True","True","False","True","False","True","False","-1","685","True"
981,"0","True","False","True","False","True","False","True","True","True","True","-1","491","True"
982,"0","True","False","False","True","True","True","True","False","True","True","-1","445","True"
983,"0","False","False","False","True","False","False","True","True","False","False","-1","100","True"
984,"0","False","False","False","False","False","False","True","True","False","True","-1","352","True"
985,"0","False","True","True","False","False","True","True","True","True","False","-1","754","True"
986,"0","True","True","False","True","False","True","True","True","True","False","-1","757","True"
987,"0","False","True","False","False","True","False","True","True","True","True","-1","1000","True"
988,"0","True","True","True","False","False","False","False","False","True","False","-1","643","True"
989,"0","False","True","False","True","False","True","True","True","False","True","-1","884","True"
990,"0","False","False","False","False","False","False","False","False","True","False","-1","128","True"
991,"0","True","False","False","True","True","False","False","False","True","True","-1","397","True"
992,"0","True","True","True","False","True","False","False","False","True","True","-1","907","True"
993,"0","True","False","False","True","False","True","False","True","True","True","-1","469","True"
994,"0","False","False","False","False","True","True","False","True","True","True","-1","472","True"
995,"0","False","False","False","False","True","True","False","True","True","False","-1","216","True"
996,"0","False","True","False","True","True","False","True","True","False","True","-1","876","True"
997,"0","False","True","True","True","False","False","False","False","True","True","-1","902","True"
998,"0","False","True","True","False","True","True","False","False","True","False","-1","666","True"
999,"0","True","False","True","False","False","True","True","False","False","True","-1","307","True"
1000,"0","True","False","True","True","True","False","False","False","False","False","-1","15","True"
1001,"0","False","True","True","True","False","True","True","True","False","False","-1","630","True"
1002,"0","False","False","True","True","True","True","False","True","False","True","-1","350","True"
1003,"0","False","True","True","False","False","True","False","False","False","False","-1","530","True"
1004,"0","False","False","False","False","False","True","True","False","False","True","-1","304","True"
1005,"0","True","False","False","True","True","False","False","False","True","False","-1","141","True"
1006,"0","True","True","False","False","False","False","False","False","True","False","-1","641","True"
1007,"0","True","False","False","True","False","False","True","True","False","True","-1","357","True"
1008,"0","False","False","False","False","True","False","True","False","True","False","-1","168","True"
1009,"0","True","True","True","True","False","False","False","False","True","False","-1","647","True"
1010,"0","True","False","True","False","True","True","False","True","True","False","-1","219","True"
1011,"0","True","False","False","True","True","True","True","True","False","False","-1","125","True"
1012,"0","True","False","False","True","True","False","False","True","False","False","-1","77","True"
1013,"0","True","True","False","False","True","False","True","False","False","True","-1","809","True"
1014,"0","False","False","True","False","False","True","True","False","False","True","-1","306","True"
1015,"0","False","False","True","True","False","True","True","True","False","True","-1","374","True"
1016,"0","False","True","False","False","True","False","True","False","False","False","-1","552","True"
1017,"0","False","False","False","True","True","True","True","True","True","False","-1","252","True"
1018,"0","False","False","False","False","False","False","False","False","False","True","-1","256","True"
1019,"0","False","False","False","True","True","False","True","True","True","True","-1","492","True"
1020,"0","False","False","False","True","False","False","False","True","True","False","-1","196","True"
1021,"0","True","True","True","True","True","False","True","True","True","True","-1","1007","True"
1022,"0","False","True","False","True","False","False","False","True","True","True","-1","964","True"
1023,"0","True","False","True","True","False","True","False","True","False","True","-1","343","True"
1024,"0","False","True","False","False","False","True","True","True","False","True","-1","880","True"
1025,"0","True","True","True","False","False","True","True","False","True","True","-1","947","True"
